estimate,lower.0.95,upper.0.95,model,term
-0.0188302708834497,-0.074263488806645,0.0366029470397457,first_v_peak,intercept
0.872635307839705,0.717926754995628,1.02734386068378,first_v_peak,slope
0.067136207844226,-0.172692217528309,0.306964633216761,first_v_end,intercept
1.22954613530847,0.378274603024153,2.08081766759279,first_v_end,slope
0.0215740115495524,-0.0462564371671184,0.0894044602662232,peak_v_first,intercept
1.1459332056891,0.94076886845667,1.35109754292152,peak_v_first,slope
0.0538376330888248,-0.0423914481831177,0.150066714360767,peak_v_end,intercept
1.22873492180367,0.905499409618022,1.55197043398931,peak_v_end,slope
